Player,Nation,Pos,Squad,Comp,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,SCA_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,GCA Types_OG,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Vs Dribbles_Tkl,Vs Dribbles_Att,Vs Dribbles_Tkl%,Vs Dribbles_Past,Pressures_Press,Pressures_Succ,Pressures_%,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_ShSv,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_Prog,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Receiving_Prog,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32-334,2.1,0,1,0,0.0,0.48,0.00,0.00,,15.5,0,0,0,0.0,0.0,0.03,0.0,0.0,104,124,83.9,1802,550,53,58,91.4,44,51,86.3,7,13,53.8,1,0.2,+0.8,3,6,4,1,3,112,12,1,1,13,1,4,0,0,0,0,93,14,17,75,33,3,11,0,104,0,1,0,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,1,1,100.0,0,20,7,35.0,3,12,5,5,0,0,5,4,6,4,0,144,8,45,74,43,3,132,1,2,50.0,1,0,103,554,367,14,3,1,1,1,116,104,89.7,6,0,0,0,6,5,0,4,4,0,0,0,0,13,3,2,60.0
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33-227,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,581,848,68.5,19908,13618,78,78,100.0,222,229,96.9,278,538,51.7,0,0.0,0.0,0,8,1,0,1,571,277,98,0,34,32,0,0,0,0,0,351,37,460,43,672,0,0,100,581,1,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,1,0,908,769,900,10,0,0,632,2,2,100.0,2,0,439,1979,1059,0,0,0,0,0,397,393,99.0,0,0,0,0,0,4,0,0,0,0,0,0,0,126,0,0,
Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28-177,18.9,0,8,2,25.0,0.42,0.11,0.00,0.00,16.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,668,931,71.8,11838,5982,296,343,86.3,289,380,76.1,71,160,44.4,3,2.4,+0.6,26,55,25,14,77,737,194,19,0,77,14,60,0,0,0,0,420,201,310,93,582,65,175,1,668,4,17,23,44,40,32,6,0,1,1,0,4,4,0,0,0,0,0,0,51,27,41,9,1,30,58,51.7,28,238,61,25.6,125,77,36,46,2,0,44,13,64,77,1,1143,89,362,504,324,20,953,12,16,75.0,12,0,544,2800,1383,60,17,2,10,10,632,560,88.6,30,2,0,0,20,18,0,60,13,27,0,0,0,188,26,19,57.8
Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29-178,5.2,0,6,0,0.0,1.15,0.00,0.00,,10.3,0,0,0,1.1,1.1,0.19,-1.1,-1.1,72,124,58.1,942,200,46,73,63.0,17,31,54.8,2,4,50.0,0,0.1,-0.1,2,7,3,0,9,118,6,0,0,39,1,5,0,0,0,0,62,37,25,12,63,16,1,5,72,1,4,2,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,50.0,1,26,4,15.4,0,12,14,3,1,0,2,1,2,5,0,167,5,9,61,98,20,161,1,5,20.0,3,1,82,222,78,4,0,1,13,9,271,136,50.2,39,1,0,0,5,4,6,5,1,1,0,0,0,13,33,33,50.0
Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24-311,13.7,1,10,3,30.0,0.73,0.22,0.10,0.33,20.7,0,0,0,0.5,0.5,0.05,+0.5,+0.5,454,522,87.0,8590,1818,184,192,95.8,201,222,90.5,63,83,75.9,1,0.9,+0.1,4,36,2,1,29,512,10,7,0,75,12,5,0,0,0,0,418,42,62,21,472,14,3,3,454,0,9,6,19,15,13,0,0,0,1,1,3,2,0,0,0,0,1,0,53,37,30,16,7,19,48,39.6,29,331,106,32.0,126,168,37,18,4,0,14,26,79,18,1,677,33,158,450,121,12,668,13,22,59.1,14,0,440,2686,1019,56,17,2,13,10,441,392,88.9,15,4,0,0,19,14,0,5,26,37,0,0,0,141,14,17,45.2
Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,22-012,2.0,0,2,0,0.0,0.98,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,63,82,76.8,1169,322,32,37,86.5,20,25,80.0,9,12,75.0,0,0.1,-0.1,2,10,3,1,9,82,0,0,1,12,2,1,0,0,0,0,53,13,16,19,55,8,0,0,63,0,2,1,6,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,10,7,4,6,0,0,2,0.0,2,36,6,16.7,8,24,4,3,1,0,2,1,11,0,0,114,1,15,66,37,4,114,1,1,100.0,1,0,69,277,70,4,0,0,6,6,92,66,71.7,16,0,0,0,3,1,1,1,1,7,0,0,0,29,0,8,0.0
Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,26-164,9.8,2,4,3,75.0,0.41,0.31,0.50,0.67,6.7,0,0,0,0.6,0.6,0.15,+1.4,+1.4,377,455,82.9,8691,3126,81,89,91.0,206,229,90.0,88,130,67.7,0,0.0,0.0,0,16,0,0,16,444,11,11,0,43,10,0,0,0,0,0,337,28,90,52,361,21,0,3,377,1,17,6,5,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,12,8,10,2,0,3,11,27.3,8,62,22,35.5,47,14,1,16,8,0,8,15,27,39,0,538,105,372,196,5,5,528,3,3,100.0,3,0,312,1659,863,12,0,0,1,2,361,348,96.4,0,3,1,1,5,6,0,0,15,8,0,0,0,85,24,19,55.8
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,de Bundesliga,19-363,9.6,2,16,8,50.0,1.66,0.83,0.13,0.25,16.4,0,0,0,1.9,1.9,0.12,+0.1,+0.1,195,270,72.2,3071,821,104,136,76.5,72,87,82.8,11,26,42.3,0,1.5,-1.5,11,10,6,3,20,251,19,3,0,48,6,19,0,0,0,0,200,37,33,203,39,9,11,3,195,0,5,11,15,30,19,0,6,2,3,0,1,1,0,0,0,0,0,0,19,8,6,6,7,7,18,38.9,11,203,55,27.1,42,80,81,18,0,0,18,5,24,8,0,425,10,52,186,224,51,407,40,64,62.5,44,2,351,1690,1067,53,14,12,21,39,458,286,62.4,69,0,0,0,17,11,9,19,5,8,0,0,0,62,7,22,24.1
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28-280,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,621,767,81.0,16640,8477,90,91,98.9,357,358,99.7,170,313,54.3,0,0.0,0.0,0,7,1,0,0,593,174,25,0,65,14,0,0,0,0,0,519,42,206,403,227,0,2,129,621,2,10,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,0,4,820,743,819,1,0,0,646,0,0,,0,0,448,2316,951,0,0,0,0,0,447,443,99.1,0,0,0,0,1,2,0,0,0,0,0,1,0,93,0,0,
Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,28-248,7.3,2,28,9,32.1,3.85,1.24,0.07,0.22,17.0,0,0,0,3.9,3.9,0.14,-1.9,-1.9,454,523,86.8,6951,1476,257,280,91.8,158,179,88.3,29,48,60.4,2,0.9,+1.1,7,40,15,2,44,494,29,4,4,58,7,10,17,10,1,0,430,47,46,47,457,9,7,0,454,2,8,8,4,24,18,1,1,1,3,0,4,4,0,0,0,0,0,0,7,6,2,4,1,2,5,40.0,3,65,20,30.8,14,29,22,4,0,0,4,4,11,1,0,601,7,35,284,325,44,572,11,18,61.1,12,1,468,2554,1529,93,25,16,5,12,596,514,86.2,61,0,0,0,9,13,1,10,4,6,0,0,0,39,3,9,25.0
Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22-038,7.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,263,319,82.4,5456,2213,71,79,89.9,156,180,86.7,35,55,63.6,0,0.2,-0.2,3,16,3,1,22,298,21,3,0,22,5,7,0,0,0,0,230,25,64,231,56,9,18,0,263,0,9,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,3,1,4,9,44.4,5,59,16,27.1,39,15,5,18,7,0,11,6,17,31,0,403,60,207,183,40,6,383,3,5,60.0,4,1,240,1702,968,37,8,2,8,2,262,250,95.4,7,1,0,0,4,8,0,7,6,5,0,0,0,60,10,14,41.7
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26-232,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,447,594,75.3,12568,8206,125,125,100.0,144,145,99.3,173,316,54.7,0,0.2,-0.2,1,1,0,0,0,366,228,52,0,37,12,0,0,0,0,0,296,28,270,73,405,0,0,92,447,0,17,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,5,1,20.0,5,0,0,0,0,0,0,0,0,1,0,662,606,658,5,0,0,437,0,0,,0,0,256,1317,918,0,0,0,0,0,223,222,99.6,0,1,0,0,2,4,0,0,0,0,0,1,0,83,0,0,
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31-062,23.0,0,14,4,28.6,0.61,0.17,0.00,0.00,23.2,7,0,0,0.7,0.7,0.05,-0.7,-0.7,1020,1371,74.4,20601,9927,423,482,87.8,417,493,84.6,166,344,48.3,5,3.5,+1.5,35,99,16,11,88,1089,282,76,1,98,56,64,49,10,33,5,745,221,405,1087,78,32,157,3,1020,18,27,25,44,58,29,24,1,3,1,0,8,3,3,0,1,1,0,0,21,10,12,7,2,9,21,42.9,12,142,40,28.2,83,51,8,36,10,0,26,22,43,59,0,1534,114,508,718,383,11,1251,4,11,36.4,6,2,845,3527,1676,67,30,3,3,8,913,887,97.2,20,1,0,0,6,13,0,64,22,10,0,0,0,218,24,20,54.5
Domenico Criscito,it ITA,DF,Genoa,it Serie A,34-047,10.2,1,1,1,100.0,0.10,0.10,0.00,0.00,34.8,0,1,1,0.8,0.0,0.05,+0.2,0.0,382,475,80.4,8231,2983,128,145,88.3,183,209,87.6,67,112,59.8,0,0.2,-0.2,2,35,5,1,33,423,52,25,0,32,18,9,2,0,1,1,298,55,122,344,69,26,25,4,382,4,8,10,5,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,28,15,19,7,2,6,17,35.3,11,133,37,27.8,73,51,9,17,10,0,7,15,43,44,1,588,80,266,283,69,3,536,3,4,75.0,3,0,317,1582,939,22,7,0,2,4,339,330,97.3,0,2,0,0,15,13,0,9,15,15,0,0,0,94,12,15,44.4
Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25-349,11.5,0,13,2,15.4,1.13,0.17,0.00,0.00,17.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,612,729,84.0,13567,4436,178,203,87.7,308,335,91.9,122,179,68.2,2,0.6,+1.4,7,49,9,1,48,690,39,38,1,77,19,4,1,0,1,0,527,74,128,74,626,15,0,0,612,1,9,18,8,17,13,0,0,3,0,1,3,3,0,0,0,0,0,0,16,14,7,7,2,2,13,15.4,11,136,39,28.7,60,55,21,11,4,0,7,12,28,36,2,816,93,339,449,84,14,777,5,6,83.3,5,0,564,3424,1671,44,8,1,10,6,627,600,95.7,28,4,0,0,14,2,1,4,12,14,0,0,1,99,19,14,57.6
Giovanni Crociata,it ITA,"DF,MF",Crotone,it Serie A,23-188,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,11,16,68.8,180,73,5,5,100.0,6,9,66.7,0,1,0.0,0,0.2,-0.2,1,2,1,1,2,15,1,0,0,0,0,2,0,0,0,0,12,1,3,2,13,0,1,0,11,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,100.0,0,12,1,8.3,3,7,2,1,0,0,1,0,2,0,0,25,1,5,11,12,2,24,4,5,80.0,4,0,22,169,80,3,1,0,1,2,18,16,88.9,3,0,0,0,2,1,0,2,0,1,0,0,0,3,0,0,
Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28-202,15.8,0,1,0,0.0,0.06,0.00,0.00,,20.1,0,0,0,0.0,0.0,0.04,0.0,0.0,402,565,71.2,7336,3859,179,210,85.2,170,230,73.9,48,102,47.1,0,0.1,-0.1,4,31,5,2,36,420,145,5,0,60,10,26,0,0,0,0,269,103,193,309,50,51,140,4,402,1,6,10,23,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,24,15,13,10,1,14,23,60.9,9,146,39,26.7,59,61,26,30,2,1,28,5,29,32,1,672,41,201,358,142,2,528,8,9,88.9,8,1,300,1488,681,29,13,0,7,6,370,309,83.5,13,2,0,0,8,3,1,26,5,15,0,0,0,119,15,16,48.4
Juan Cuadrado,co COL,DF,Juventus,it Serie A,32-265,13.4,0,12,3,25.0,0.90,0.22,0.00,0.00,18.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8,842,990,85.1,16998,4949,292,321,91.0,413,455,90.8,129,191,67.5,5,3.9,+1.1,27,46,20,3,82,860,130,23,2,71,48,34,31,10,13,3,666,175,149,92,797,16,76,3,842,6,8,20,12,48,26,12,7,1,2,0,9,7,1,0,0,1,0,0,34,17,19,12,3,12,27,44.4,15,172,59,34.3,80,56,36,26,1,0,25,15,49,12,0,1140,22,284,565,350,35,1021,27,39,69.2,28,1,782,3460,2245,100,20,14,12,15,921,836,90.8,41,4,1,0,18,30,2,34,15,17,1,0,0,90,10,14,41.7
Adrián Cubas,py PAR,MF,Nîmes,fr Ligue 1,24-269,16.6,1,7,4,57.1,0.42,0.24,0.14,0.25,24.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8,559,674,82.9,11807,2914,193,222,86.9,249,284,87.7,104,143,72.7,0,0.4,-0.4,4,36,2,0,36,640,34,27,2,87,37,2,5,1,4,0,494,69,111,104,542,22,1,2,559,2,5,17,10,11,7,0,1,0,0,3,0,0,0,0,0,0,0,0,54,45,22,24,8,22,57,38.6,35,362,133,36.7,137,193,32,27,6,0,21,33,87,17,1,816,41,301,478,91,5,787,9,14,64.3,9,0,534,2314,1119,25,6,1,7,15,493,458,92.9,10,5,1,1,23,12,0,2,33,45,0,0,0,184,3,14,17.6
Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,21-163,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cucho,co COL,"FW,MF",Getafe,es La Liga,21-301,13.6,2,25,11,44.0,1.84,0.81,0.08,0.18,16.2,1,0,0,2.4,2.4,0.09,-0.4,-0.4,272,403,67.5,4341,1187,147,191,77.0,84,134,62.7,26,47,55.3,3,1.0,+2.0,13,19,13,3,28,388,15,1,1,104,15,25,2,0,2,0,223,94,86,59,276,30,7,6,272,2,14,9,16,29,23,0,2,1,3,0,5,5,0,0,0,0,0,0,17,9,1,13,3,1,16,6.3,15,239,61,25.5,23,129,87,15,1,0,14,4,21,6,0,582,7,41,248,327,46,567,16,25,64.0,17,1,420,2313,1246,75,21,10,45,42,617,433,70.2,90,4,0,0,26,26,9,25,4,9,0,0,0,82,28,54,34.1
Marc Cucurella,es ESP,MF,Getafe,es La Liga,22-208,22.8,3,19,8,42.1,0.83,0.35,0.16,0.38,16.4,0,0,0,1.4,1.4,0.07,+1.6,+1.6,589,822,71.7,9770,3169,321,390,82.3,202,268,75.4,54,115,47.0,1,1.7,-0.7,19,45,18,6,70,745,77,12,0,153,26,55,9,3,0,0,484,160,178,508,159,54,56,9,589,2,17,10,48,45,32,2,2,0,8,1,2,1,0,1,0,0,0,0,49,39,17,28,4,12,32,37.5,20,451,160,35.5,110,236,105,45,4,0,41,38,87,16,0,1084,17,157,442,557,55,1008,15,31,48.4,16,2,675,3548,2124,108,38,13,37,32,892,657,73.7,107,4,0,0,33,38,5,55,38,39,0,0,0,176,39,70,35.8
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21-264,17.7,6,46,18,39.1,2.60,1.02,0.09,0.22,22.5,5,2,3,6.2,3.9,0.09,-0.2,+0.1,389,585,66.5,7997,2555,165,211,78.2,133,179,74.3,78,155,50.3,3,3.4,-0.4,35,50,18,1,58,484,101,33,2,110,51,44,49,13,21,5,352,77,156,56,487,17,13,5,389,3,12,20,29,74,32,17,9,5,6,5,7,4,1,0,2,0,0,0,29,22,8,13,8,9,39,23.1,30,333,96,28.8,95,130,108,28,3,0,25,25,54,5,0,905,10,115,409,467,79,809,61,105,58.1,65,1,673,4026,2482,128,42,27,36,81,782,562,71.9,116,7,0,0,39,54,4,44,25,22,1,1,0,149,11,22,33.3
Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,23-013,5.4,0,1,0,0.0,0.19,0.00,0.00,,11.7,0,0,0,0.0,0.0,0.02,0.0,0.0,274,334,82.0,5383,1982,80,91,87.9,162,175,92.6,30,61,49.2,0,0.0,0.0,0,14,0,0,18,313,21,12,0,36,4,0,0,0,0,0,236,35,63,114,191,13,9,0,274,1,10,9,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,12,5,0,7,13,53.8,6,78,30,38.5,45,28,5,6,2,0,4,9,26,17,0,392,32,209,195,12,2,373,3,9,33.3,3,0,246,1377,727,12,3,0,0,4,252,248,98.4,0,3,0,0,10,3,0,0,9,11,0,0,0,70,12,6,66.7
Wylan Cyprien,fr FRA,MF,Parma,it Serie A,26-018,4.3,0,5,1,20.0,1.16,0.23,0.00,0.00,26.5,2,0,0,0.2,0.2,0.03,-0.2,-0.2,229,274,83.6,4671,858,83,90,92.2,112,121,92.6,33,58,56.9,0,0.2,-0.2,4,16,3,0,14,252,22,9,0,40,13,3,13,2,9,1,207,28,39,34,231,7,0,1,229,1,3,5,3,12,8,3,0,0,1,0,1,1,0,0,0,0,0,0,10,6,7,3,0,2,6,33.3,4,67,18,26.9,31,30,6,13,6,0,7,3,13,7,2,322,19,101,178,55,2,300,1,2,50.0,1,0,195,817,412,17,1,0,3,3,241,226,93.8,4,2,0,0,6,7,0,3,3,6,0,0,0,35,3,2,60.0
Rafael Czichos,de GER,DF,Köln,de Bundesliga,30-277,13.7,1,6,2,33.3,0.44,0.15,0.17,0.50,6.0,0,0,0,1.0,1.0,0.17,0.0,0.0,501,597,83.9,12043,5153,102,123,82.9,269,290,92.8,124,172,72.1,0,0.0,0.0,1,38,0,0,45,552,45,30,0,71,17,0,0,0,0,0,401,65,131,485,57,29,11,0,501,1,9,13,5,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,30,17,18,11,1,7,13,53.8,6,131,50,38.2,73,55,3,26,4,0,22,18,48,75,0,743,124,474,292,15,7,701,2,5,40.0,2,0,400,2413,1270,27,3,0,0,5,427,416,97.4,3,3,0,0,15,11,1,0,18,17,0,1,0,130,41,29,58.6
Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21-288,10.0,1,3,2,66.7,0.30,0.20,0.33,0.50,18.3,0,0,0,0.1,0.1,0.05,+0.9,+0.9,316,427,74.0,5187,2012,147,165,89.1,138,184,75.0,21,55,38.2,0,0.1,-0.1,3,15,5,2,19,338,89,4,0,35,3,13,0,0,0,0,228,102,97,253,70,15,85,1,316,2,2,11,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,3,2,6,16,37.5,10,126,29,23.0,51,52,23,20,2,0,18,6,17,29,0,517,33,171,236,132,10,429,7,14,50.0,7,1,288,1310,622,34,6,2,9,6,332,288,86.7,13,2,0,0,9,1,0,13,6,6,0,0,0,68,10,18,35.7
Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32-159,4.4,3,5,4,80.0,1.13,0.91,0.60,0.75,10.1,0,0,0,1.1,1.1,0.22,+1.9,+1.9,242,273,88.6,4451,1359,101,112,90.2,108,116,93.1,28,36,77.8,0,0.1,-0.1,1,20,2,1,19,250,23,11,0,24,5,3,0,0,0,0,213,36,24,58,189,5,12,3,242,2,0,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,5,6,2,6,13,46.2,7,73,31,42.5,24,39,10,4,1,0,3,3,16,7,0,311,24,97,178,59,5,290,0,1,0.0,0,0,204,835,486,18,7,0,5,4,242,225,93.0,8,2,0,0,9,9,0,3,3,9,0,0,0,33,9,6,60.0
Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32-274,20.0,4,16,9,56.3,0.80,0.45,0.25,0.44,13.5,0,0,0,1.5,1.5,0.09,+2.5,+2.5,1174,1325,88.6,26373,8120,304,326,93.3,608,644,94.4,253,331,76.4,0,0.6,-0.6,4,91,3,1,74,1304,21,20,2,99,37,6,0,0,0,0,1026,101,198,31,1190,65,1,3,1174,0,16,8,13,13,12,0,0,0,0,1,1,1,0,0,0,0,0,0,16,12,12,3,1,5,14,35.7,9,103,46,44.7,53,47,3,20,11,0,9,20,36,77,1,1476,145,683,845,58,24,1461,7,7,100.0,7,0,986,6418,3545,90,13,0,0,3,1116,1101,98.7,5,5,0,0,18,19,0,6,20,12,0,0,0,209,56,19,74.7
Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28-363,7.5,0,11,2,18.2,1.47,0.27,0.00,0.00,17.0,0,0,0,1.1,1.1,0.10,-1.1,-1.1,232,312,74.4,4013,1167,109,134,81.3,89,118,75.4,27,43,62.8,0,0.2,-0.2,6,23,7,1,37,303,9,7,0,70,7,6,1,0,1,0,197,50,65,61,194,24,0,2,232,1,6,6,10,14,12,1,0,0,1,0,2,2,0,0,0,0,0,0,11,5,6,3,2,4,11,36.4,7,109,32,29.4,35,58,16,9,1,0,8,11,22,10,0,409,17,86,236,119,14,402,8,15,53.3,8,0,224,1406,692,33,14,3,14,9,312,260,83.3,19,4,0,0,14,14,1,6,11,5,0,0,0,85,39,14,73.6
Moanes Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28-277,9.5,3,23,10,43.5,2.42,1.05,0.13,0.30,13.1,1,0,1,4.7,3.9,0.18,-1.7,-0.9,206,277,74.4,3162,1027,123,153,80.4,60,72,83.3,15,29,51.7,0,0.8,-0.8,10,20,10,3,29,264,13,1,2,75,1,6,1,1,0,0,178,63,36,20,226,8,5,5,206,0,3,5,14,20,15,0,2,1,2,0,2,2,0,0,0,0,0,0,10,7,4,4,2,3,14,21.4,11,158,51,32.3,17,75,66,10,1,0,9,4,14,5,0,425,9,44,195,203,48,410,17,32,53.1,19,2,305,1157,548,33,8,5,32,26,480,309,64.4,85,1,0,0,14,20,5,6,4,7,0,0,0,63,19,23,45.2
Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22-159,9.9,1,6,1,16.7,0.61,0.10,0.17,1.00,20.0,0,0,0,0.3,0.3,0.04,+0.7,+0.7,561,639,87.8,8218,2192,330,355,93.0,200,224,89.3,20,35,57.1,2,0.8,+1.2,10,24,12,4,26,571,68,6,0,42,4,20,0,0,0,0,506,88,45,72,496,8,62,1,561,0,8,12,17,17,14,0,1,0,2,0,3,3,0,0,0,0,0,0,20,10,5,11,4,7,17,41.2,10,149,46,30.9,44,66,39,23,4,1,19,7,27,17,0,730,24,184,349,248,24,663,5,8,62.5,5,0,522,2318,1368,70,20,5,8,6,554,519,93.7,39,3,0,0,17,6,1,20,7,10,0,1,0,71,1,10,9.1
Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22-325,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,17,23,73.9,295,118,7,7,100.0,9,10,90.0,1,6,16.7,0,0.0,0.0,0,0,0,0,0,16,7,2,0,1,0,0,0,0,0,0,16,1,6,6,7,0,0,8,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,28,27,28,0,0,0,21,0,0,,0,0,11,80,47,0,0,0,0,0,4,4,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25-045,3.6,0,5,0,0.0,1.37,0.00,0.00,,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,223,260,85.8,4299,971,78,89,87.6,107,116,92.2,31,41,75.6,0,0.2,-0.2,2,18,5,1,20,256,4,4,1,39,6,2,0,0,0,0,220,20,20,30,219,8,0,0,223,1,2,7,6,6,4,0,0,1,0,1,0,0,0,0,0,0,0,0,9,6,4,4,1,2,12,16.7,10,79,24,30.4,16,46,17,7,1,0,6,4,13,1,0,310,8,51,198,93,4,308,4,8,50.0,4,0,240,1382,569,21,8,1,6,13,262,234,89.3,16,0,0,0,6,9,0,2,4,6,0,0,0,51,3,2,60.0
