Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Miscon,Dispos,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_OG,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Playing Time_MP,Playing Time_Starts,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xA,Per 90 Minutes_xG,Per 90 Minutes_xA,Per 90 Minutes_xG+xA,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,xGChain,xGBuildup,xPassing%,shot_chain%,key_pass_chain%
Diogo Jota,pt POR,FWMF,Wolves,22,1996,25.4,681,861,79.1,11169,2084,21,54,38.9,567,685,82.8,93,122,76.2,1,3.8,-2.8,32,39,21,6,64,861,822,39,0,0,206,22,33,1,0,0,0,584,165,112,261,548,22,5,7,681,4,14,15,47,1248,10,129,626,629,155,1209,76,132,57.6,85,12,1028,8170,5851,1293,943,72.9,66,72,89,3.51,51,1,16,8,13,6,0.24,4,0,0,1,1,0,7,69,26,37.7,2.72,1.02,0.1,0.27,0,0,0,9.7,9.7,0.14,-2.7,-2.7,34,27,7,1,0,0,4,0,0.28,0.04,0.32,0.28,0.32,3.8,0.38,0.15,0.53,0.38,0.53,16.1499327123165,4.09800736047328,0.7808778672062989,0.4428873044027516,0.11972055471470341
Yerry Mina,co COL,DF,Everton,24,1994,25.4,1070,1251,85.5,25554,7200,7,17,41.2,628,704,89.2,435,530,82.1,1,0.2,0.8,4,51,1,0,65,1251,1216,35,34,0,212,50,4,0,0,0,0,890,140,221,162,967,79,1,1,1070,3,17,13,10,1573,274,941,667,72,51,1540,3,5,60.0,4,0,924,6148,3396,1001,969,96.8,9,3,13,0.51,8,0,0,5,0,2,0.08,1,0,0,1,0,0,2,30,10,33.3,1.18,0.39,0.07,0.2,0,0,0,2.2,2.2,0.07,-0.2,-0.2,29,25,2,1,0,0,3,0,0.08,0.04,0.12,0.08,0.12,0.2,0.08,0.01,0.09,0.08,0.09,4.24419114645571,3.93143454100937,0.872240055100077,0.2570487134291861,0.04551850365837962
Daniel James,wal WAL,FW,Manchester Utd,21,1997,25.4,586,803,73.0,9009,2143,19,77,24.7,504,610,82.6,63,116,54.3,6,4.0,2.0,26,34,29,9,70,803,789,14,4,3,183,21,96,3,1,1,0,588,118,97,99,681,14,5,1,586,3,18,15,63,1085,10,135,438,622,102,1074,28,63,44.4,30,5,870,7217,5052,1097,827,75.4,33,46,64,2.52,44,0,4,5,11,8,0.31,8,0,0,0,0,0,3,42,19,45.2,1.65,0.75,0.07,0.16,0,0,0,3.6,3.6,0.08,-0.6,-0.6,33,26,3,6,0,0,4,0,0.12,0.24,0.35,0.12,0.35,4.0,0.14,0.16,0.3,0.14,0.3,11.158989392221,5.39897454716265,0.730616393254829,0.45454067917209207,0.1221928953246181
Sébastien Haller,fr FRA,FW,West Ham,25,1994,25.2,522,766,68.1,7368,1479,26,59,44.1,446,622,71.7,50,85,58.8,1,1.9,-0.9,24,48,14,2,47,766,735,31,0,2,322,4,8,0,0,0,0,350,199,217,82,439,58,0,23,522,3,8,21,28,1062,31,96,605,408,123,1031,24,38,63.2,25,2,580,2473,1156,1520,809,53.2,70,40,51,2.03,42,1,1,4,3,7,0.28,3,0,0,2,2,0,7,55,27,49.1,2.18,1.07,0.13,0.26,0,0,0,7.7,7.7,0.15,-0.7,-0.7,32,24,7,1,0,0,1,0,0.28,0.04,0.32,0.28,0.32,1.9,0.31,0.08,0.38,0.31,0.38,11.1029773838818,2.63970613852143,0.7935580500202769,0.5706542404644781,0.13787104096274858
Christian Kabasele,be BEL,DF,Watford,28,1991,25.0,484,636,76.1,11103,4143,9,18,50.0,302,346,87.3,173,272,63.6,2,0.5,1.5,3,38,0,0,35,636,623,13,11,0,96,25,0,0,0,0,0,341,99,196,47,511,52,2,2,484,1,13,8,7,947,197,574,387,27,18,936,7,8,87.5,8,0,458,2277,883,448,433,96.7,7,8,7,0.28,6,0,0,0,1,2,0.08,2,0,0,0,0,0,0,8,1,12.5,0.32,0.04,0.0,0.0,0,0,0,1.1,1.1,0.13,-1.1,-1.1,27,26,0,2,0,0,3,2,0.0,0.08,0.08,0.0,0.08,0.5,0.04,0.02,0.06,0.04,0.06,2.30373400077224,2.27840066328645,0.75043802612784,0.3629799088721555,0.07710154429709312
Will Hughes,eng ENG,MFFW,Watford,24,1995,25.0,676,920,73.5,10570,3701,19,57,33.3,573,684,83.8,84,179,46.9,1,1.3,-0.3,22,64,23,4,95,920,856,64,26,2,170,25,69,36,20,5,7,543,188,189,702,148,42,2,6,676,6,18,24,30,1260,48,245,633,466,50,1198,25,31,80.6,26,2,741,4023,2474,839,693,82.6,31,38,46,1.84,29,11,1,0,5,3,0.12,2,1,0,0,0,0,1,27,3,11.1,1.08,0.12,0.04,0.33,0,0,0,2.7,2.7,0.1,-1.7,-1.7,30,27,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.3,0.11,0.05,0.16,0.11,0.16,6.43004491738975,3.39861947484314,0.6948419551894639,0.42910375252310373,0.11517360997049939
Kiko Femenía,es ESP,DF,Watford,28,1991,24.9,996,1290,77.2,16217,6758,21,48,43.8,834,992,84.1,141,250,56.4,0,1.6,-1.6,19,56,28,16,160,1290,1008,282,16,0,164,23,68,2,1,1,0,680,301,309,145,807,55,264,4,996,1,21,31,37,1505,64,425,703,459,21,1230,25,36,69.4,25,1,832,4507,2325,810,753,93.0,16,12,32,1.29,27,3,1,0,1,3,0.12,0,1,1,0,1,0,0,5,1,20.0,0.2,0.04,0.0,0.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,28,26,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.06,0.07,0.0,0.07,3.48538937792182,2.78293468337506,0.741784195270247,0.32699593190301135,0.09207758828928955
Jordan Henderson,eng ENG,MF,Liverpool,29,1990,24.9,1582,1879,84.2,32654,7681,24,60,40.0,1119,1219,91.8,439,600,73.2,5,3.0,2.0,22,181,32,6,181,1879,1834,45,16,14,275,73,58,1,0,0,0,1224,270,385,209,1565,68,13,4,1582,4,20,15,40,2098,40,327,1374,508,45,2055,18,33,54.5,22,3,1456,7357,3525,1674,1553,92.8,17,11,46,1.85,41,1,1,3,0,7,0.28,6,0,0,1,0,0,4,20,8,40.0,0.8,0.32,0.2,0.5,0,0,0,1.4,1.4,0.07,2.6,2.6,30,26,4,5,0,0,2,0,0.16,0.2,0.36,0.16,0.36,3.0,0.06,0.12,0.17,0.06,0.17,15.8585632890463,12.1521188952029,0.8322970682043611,0.24537486965563216,0.07581837116435564
Lucas Moura,br BRA,FWMF,Tottenham,26,1992,24.9,581,799,72.7,8734,2503,15,57,26.3,503,621,81.0,63,121,52.1,4,2.4,1.6,32,43,32,3,84,799,782,17,5,6,219,6,19,4,2,1,0,518,157,124,81,633,37,5,3,581,3,9,20,38,1190,31,146,606,548,86,1177,71,114,62.3,75,3,889,6418,3822,1201,830,69.1,57,69,84,3.37,59,0,12,3,10,8,0.32,5,0,3,0,0,0,4,56,13,23.2,2.25,0.52,0.07,0.31,0,0,0,5.7,5.7,0.1,-1.7,-1.7,35,25,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,2.4,0.23,0.1,0.33,0.23,0.33,10.088381383568,3.17877896502614,0.737943276187151,0.4940433788380393,0.1363574646628315
Harry Winks,eng ENG,MF,Tottenham,23,1996,24.7,1466,1656,88.5,28421,7482,21,35,60.0,1091,1176,92.8,354,445,79.6,0,1.1,-1.1,18,149,16,2,152,1656,1583,73,43,5,237,47,27,7,3,2,1,1282,173,201,206,1389,42,5,5,1466,2,18,22,12,1840,58,411,1229,323,4,1773,14,22,63.6,15,1,1311,7361,3746,1423,1378,96.8,10,15,37,1.5,34,3,0,0,0,5,0.2,5,0,0,0,0,0,0,14,2,14.3,0.57,0.08,0.0,0.0,0,0,0,0.5,0.5,0.03,-0.5,-0.5,31,26,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,1.1,0.02,0.05,0.06,0.02,0.06,7.99780320934951,7.14021605066955,0.830366916171948,0.17776813221633048,0.05534404975091156
Isaac Hayden,eng ENG,MF,Newcastle Utd,24,1995,24.7,630,833,75.6,10884,2504,9,46,19.6,507,619,81.9,114,168,67.9,2,1.5,0.5,15,40,13,7,55,833,784,49,15,3,199,12,38,0,0,0,0,548,116,169,104,622,53,12,5,630,2,15,14,36,1091,46,312,557,267,30,1048,31,45,68.9,34,1,649,2754,1338,719,609,84.7,25,31,26,1.05,21,0,0,2,3,3,0.12,1,0,0,1,1,0,1,17,3,17.6,0.69,0.12,0.06,0.33,0,0,0,1.2,1.2,0.07,-0.2,-0.2,29,26,1,2,0,0,4,1,0.04,0.08,0.12,0.04,0.12,1.5,0.05,0.06,0.11,0.05,0.11,7.82953654043376,4.89385091979057,0.798118303629284,0.37888861845441646,0.09440938129961232
Troy Deeney,eng ENG,FW,Watford,31,1988,24.7,405,707,57.3,6233,2062,13,48,27.1,340,542,62.7,52,117,44.4,2,3.4,-1.4,27,49,25,1,72,707,685,22,0,4,257,6,10,1,0,0,0,243,254,210,26,397,122,1,13,405,6,24,17,30,951,26,75,447,456,110,924,11,22,50.0,11,0,429,1700,712,1367,707,51.7,64,26,50,2.02,42,0,0,3,5,5,0.2,4,0,0,0,1,0,10,38,16,42.1,1.54,0.65,0.13,0.31,0,5,6,9.9,5.3,0.14,0.1,-0.3,27,26,10,2,5,6,3,0,0.4,0.08,0.49,0.2,0.28,3.4,0.4,0.14,0.54,0.21,0.35,11.6324635427445,3.33459750469774,0.676711041892367,0.6871530477706556,0.17732730031917476
Tammy Abraham,eng ENG,FW,Chelsea,21,1997,24.6,288,412,69.9,4211,813,26,54,48.1,223,305,73.1,39,53,73.6,3,2.6,0.4,18,16,5,0,32,412,360,52,0,0,149,5,10,0,0,0,0,259,81,72,31,306,17,0,17,288,1,6,8,26,739,31,59,354,352,165,688,21,36,58.3,22,0,427,2315,1159,1076,495,46.0,71,47,47,1.91,33,0,6,6,2,10,0.41,4,0,3,2,1,0,15,88,35,39.8,3.58,1.42,0.17,0.43,0,0,0,14.6,14.6,0.17,0.4,0.4,34,25,15,3,0,0,2,0,0.61,0.12,0.73,0.61,0.73,2.6,0.59,0.1,0.7,0.59,0.7,19.8419197537005,1.54615088738501,0.754655504273986,0.6544844509061423,0.1443868818120508
Gary Cahill,eng ENG,DF,Crystal Palace,33,1985,24.1,826,953,86.7,18611,5548,7,17,41.2,527,579,91.0,292,357,81.8,1,0.2,0.8,2,34,2,0,40,953,914,39,36,0,157,26,0,0,0,0,0,659,115,179,93,747,63,3,7,826,0,20,3,9,1207,198,731,486,57,42,1170,8,10,80.0,8,0,657,3750,1571,758,728,96.0,7,4,8,0.33,5,1,0,2,0,1,0.04,1,0,0,0,0,0,0,20,5,25.0,0.83,0.21,0.0,0.0,0,0,0,1.2,1.2,0.06,-1.2,-1.2,25,25,0,1,0,0,1,0,0.0,0.04,0.04,0.0,0.04,0.2,0.05,0.01,0.06,0.05,0.06,1.81150082498789,1.75187716074288,0.856071178444782,0.22963031239249032,0.03961031215117866
Pablo Fornals,es ESP,MFFW,West Ham,23,1996,24.1,680,897,75.8,10962,3027,28,74,37.8,555,654,84.9,97,169,57.4,5,2.1,2.9,18,49,27,6,77,897,860,37,10,6,222,31,62,19,4,9,3,594,167,136,106,753,23,2,5,680,0,13,17,55,1149,14,170,542,512,51,1113,20,39,51.3,22,3,798,4337,2307,1055,786,74.5,22,38,48,1.99,38,4,1,2,3,9,0.37,9,0,0,0,0,0,2,37,12,32.4,1.53,0.5,0.05,0.17,0,0,0,2.8,2.8,0.08,-0.8,-0.8,36,24,2,5,0,0,3,0,0.08,0.21,0.29,0.08,0.29,2.1,0.12,0.09,0.2,0.12,0.2,7.55635905079544,4.66950361989438,0.748661461575046,0.4088208261238744,0.10186590814469715
Fred,br BRA,MF,Manchester Utd,26,1993,24.0,1463,1714,85.4,29437,7269,23,56,41.1,1045,1149,90.9,395,509,77.6,0,2.5,-2.5,37,155,15,3,150,1714,1608,106,53,3,344,83,63,42,15,16,0,1231,232,251,1200,466,29,8,6,1463,2,18,20,37,2035,69,480,1216,487,23,1943,40,52,76.9,43,4,1482,7763,3976,1478,1393,94.2,28,40,83,3.45,64,8,4,2,5,1,0.04,1,0,0,0,0,0,0,40,10,25.0,1.66,0.42,0.0,0.0,3,0,0,1.9,1.9,0.05,-1.9,-1.9,29,23,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,2.5,0.08,0.1,0.18,0.08,0.18,12.0332466959953,9.72684528678656,0.8040058465365211,0.25558687327915774,0.10007755219750139
Oliver McBurnie,sco SCO,FW,Sheffield Utd,23,1996,23.5,407,630,64.6,5909,1562,16,51,31.4,350,512,68.4,41,67,61.2,0,1.5,-1.5,12,27,13,0,50,630,614,16,0,0,265,3,10,0,0,0,0,276,180,174,24,342,95,3,18,407,4,6,14,30,933,50,114,403,462,114,917,25,44,56.8,26,1,436,2469,1228,1211,636,52.5,52,41,28,1.19,23,0,1,3,1,2,0.09,0,0,0,2,0,0,6,49,24,49.0,2.09,1.02,0.12,0.25,0,0,0,7.6,7.6,0.16,-1.6,-1.6,36,24,6,0,0,0,4,0,0.26,0.0,0.26,0.26,0.26,1.5,0.33,0.06,0.39,0.33,0.39,10.1945724096149,3.94750441983342,0.7367417191835269,0.6172810999728002,0.1280458409729906
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,27,1992,23.5,791,1091,72.5,19393,6386,7,27,25.9,479,556,86.2,305,508,60.0,2,3.7,-1.7,42,128,20,4,149,1091,964,127,50,6,230,108,87,61,26,24,4,574,158,359,117,925,32,2,4,791,12,23,19,21,1293,58,371,700,290,22,1162,20,26,76.9,21,0,779,3990,1895,874,792,90.6,13,13,60,2.55,42,14,3,1,0,6,0.25,3,2,1,0,0,0,6,45,14,31.1,1.91,0.59,0.13,0.43,8,0,0,2.4,2.4,0.05,3.6,3.6,26,25,6,2,0,0,3,0,0.25,0.08,0.34,0.25,0.34,3.7,0.1,0.16,0.26,0.1,0.26,7.48712793458253,4.89264416694641,0.690754809748684,0.450199380385071,0.15565368359875753
Gerard Deulofeu,es ESP,FW,Watford,25,1994,23.3,603,823,73.3,10186,2555,26,73,35.6,461,558,82.6,116,192,60.4,5,4.6,0.4,45,30,29,2,75,823,731,92,30,3,178,25,91,33,14,11,4,544,151,128,66,732,9,8,6,603,4,9,20,48,1126,13,145,428,669,157,1036,63,108,58.3,69,2,895,8042,5493,1107,769,69.5,53,50,88,3.78,51,10,14,7,6,7,0.3,5,0,1,0,1,0,4,63,22,34.9,2.7,0.94,0.05,0.14,8,1,1,5.2,4.5,0.07,-1.2,-1.5,28,25,4,5,1,1,3,0,0.17,0.21,0.39,0.13,0.34,4.6,0.22,0.2,0.42,0.19,0.39,11.5136580578983,3.6732959151268,0.714451841025371,0.4899897730709166,0.1662145274528334
Aaron Mooy,au AUS,MFFW,Brighton,28,1990,23.2,825,1075,76.7,14311,4141,18,60,30.0,661,747,88.5,146,268,54.5,2,3.3,-1.3,39,80,31,7,126,1075,992,83,23,4,229,47,107,53,23,21,7,674,180,221,184,850,24,6,3,825,7,14,19,43,1359,40,203,623,640,42,1279,37,51,72.5,39,0,968,6450,3152,1104,927,84.0,30,54,70,3.02,51,12,3,2,2,7,0.3,4,1,2,0,0,0,2,33,8,24.2,1.42,0.35,0.06,0.25,0,0,0,2.0,2.0,0.06,0.0,0.0,31,25,2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,3.3,0.09,0.14,0.23,0.09,0.23,8.61167213320732,4.26419750973582,0.733496589148309,0.3806159684617023,0.1370043689332775
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,25,1993,23.1,669,811,82.5,14591,3589,10,22,45.5,433,505,85.7,226,284,79.6,0,0.1,-0.1,2,25,2,0,20,811,796,15,15,1,144,22,0,0,0,0,0,539,89,183,117,579,76,0,2,669,4,10,7,9,1074,207,728,353,41,18,1059,8,12,66.7,8,0,542,2854,1101,565,549,97.2,5,3,7,0.3,5,0,0,1,1,0,0.0,0,0,0,0,0,0,1,9,2,22.2,0.39,0.09,0.11,0.5,0,0,0,0.3,0.3,0.03,0.7,0.7,24,24,1,0,0,0,5,0,0.04,0.0,0.04,0.04,0.04,0.1,0.01,0.01,0.02,0.01,0.02,2.99854176677763,2.85357111506164,0.8588782114757091,0.27101824221137605,0.053097184674135656
Harvey Barnes,eng ENG,MFFW,Leicester City,21,1997,23.1,559,729,76.7,8289,2046,18,51,35.3,491,591,83.1,50,87,57.5,8,3.5,4.5,31,34,40,3,91,729,725,4,2,3,181,8,42,0,0,0,0,504,123,102,108,569,22,2,9,559,4,10,21,34,1019,14,104,414,592,134,1016,37,78,47.4,43,4,781,6326,4327,1114,823,73.9,50,40,77,3.33,59,0,8,5,5,15,0.65,12,0,2,1,0,0,6,61,27,44.3,2.64,1.17,0.1,0.22,0,0,0,8.6,8.6,0.14,-2.6,-2.6,36,24,6,8,0,0,0,0,0.26,0.35,0.6,0.26,0.6,3.5,0.37,0.15,0.52,0.37,0.52,17.0937856920064,6.48778345994651,0.7877306566766591,0.4695065126029796,0.12815603243094933
Fabinho,br BRA,MF,Liverpool,25,1993,23.1,1334,1528,87.3,27065,5338,19,35,54.3,962,1056,91.1,353,437,80.8,3,1.8,1.2,18,129,21,2,101,1528,1505,23,16,5,242,38,9,0,0,0,0,1051,211,266,105,1318,68,4,2,1334,2,18,9,15,1735,42,379,1114,326,13,1715,10,12,83.3,11,1,1136,5164,2355,1257,1205,95.9,11,12,32,1.39,30,0,1,0,1,3,0.13,3,0,0,0,0,0,2,12,4,33.3,0.52,0.17,0.17,0.5,2,0,0,0.4,0.4,0.03,1.6,1.6,28,22,2,3,0,0,6,0,0.09,0.13,0.22,0.09,0.22,1.8,0.02,0.08,0.09,0.02,0.09,11.5025769025087,10.2851078957319,0.887700366182679,0.1875403505743749,0.05891562612526391
Ryan Fraser,sco SCO,MFFW,Bournemouth,25,1994,23.0,648,950,68.2,11071,4285,16,54,29.6,537,650,82.6,95,246,38.6,4,4.1,-0.1,43,55,41,7,142,950,818,132,35,9,205,29,173,64,25,20,8,516,180,254,195,697,27,19,5,648,4,18,16,38,1135,29,200,431,613,69,1014,10,23,43.5,12,0,799,5673,3499,1001,786,78.5,32,21,66,2.87,44,17,2,1,2,6,0.26,3,2,0,1,0,0,1,27,12,44.4,1.18,0.52,0.04,0.08,2,0,0,3.2,3.2,0.12,-2.2,-2.2,28,21,1,4,0,0,2,0,0.04,0.17,0.22,0.04,0.22,4.1,0.14,0.18,0.32,0.14,0.32,9.42375550419092,4.50355112180114,0.660961963751546,0.4947665976694715,0.17033097249956217
Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,23.0,1666,1846,90.2,32460,7941,24,42,57.1,1236,1312,94.2,406,492,82.5,3,1.9,1.1,29,178,26,2,172,1846,1798,48,40,5,337,81,8,0,0,0,0,1441,230,175,80,1723,25,8,4,1666,3,14,24,21,2085,38,402,1365,474,21,2048,59,77,76.6,60,1,1693,9800,4922,1729,1646,95.2,21,24,64,2.78,60,0,2,1,1,7,0.3,7,0,0,0,0,0,1,21,5,23.8,0.91,0.22,0.05,0.2,0,0,0,1.4,1.4,0.07,-0.4,-0.4,31,23,1,3,0,0,8,0,0.04,0.13,0.17,0.04,0.17,1.9,0.06,0.08,0.14,0.06,0.14,10.1122225001454,9.03537703305483,0.8350929384313601,0.1572482482652775,0.06855769993656971
Adam Smith,eng ENG,DF,Bournemouth,28,1991,22.8,845,1061,79.6,13706,5077,14,49,28.6,722,808,89.4,109,204,53.4,1,0.9,0.1,10,61,11,2,104,1061,856,205,21,1,178,13,28,1,1,0,0,597,201,263,67,734,50,183,2,845,3,22,13,38,1326,70,414,657,368,25,1128,26,52,50.0,30,4,786,5939,3478,798,738,92.5,23,21,19,0.83,16,0,1,0,2,1,0.04,1,0,0,0,0,0,0,4,1,25.0,0.18,0.04,0.0,0.0,0,0,0,0.6,0.6,0.14,-0.6,-0.6,24,24,0,1,0,0,7,0,0.0,0.04,0.04,0.0,0.04,0.9,0.03,0.04,0.06,0.03,0.06,5.35080007836223,4.5992201641202,0.737714873321965,0.2989519377190615,0.07192926416976964
Anwar El Ghazi,nl NED,FWMF,Aston Villa,24,1995,22.8,402,615,65.4,6816,1948,15,56,26.8,313,407,76.9,74,152,48.7,4,2.8,1.2,32,16,22,15,69,615,574,41,3,0,154,30,106,17,7,5,0,331,134,150,95,450,29,16,4,402,4,28,9,47,843,29,121,311,487,73,798,35,56,62.5,37,3,591,4370,2609,912,606,66.4,37,41,57,2.5,38,6,6,3,4,6,0.26,4,0,2,0,0,0,4,50,19,38.0,2.19,0.83,0.06,0.16,5,1,1,5.8,5.1,0.1,-1.8,-2.1,34,26,4,4,1,1,3,0,0.18,0.18,0.35,0.13,0.31,2.8,0.26,0.12,0.38,0.22,0.34,8.01655889302492,2.21028413251042,0.6753049006925541,0.5920973450323942,0.1664978227508453
Mason Holgate,eng ENG,DF,Everton,22,1996,22.8,855,991,86.3,20925,6091,5,18,27.8,484,528,91.7,366,445,82.2,3,0.4,2.6,2,47,4,0,57,991,954,37,25,1,127,44,2,0,0,0,0,712,99,180,149,758,53,11,0,855,1,23,8,11,1268,189,724,592,46,14,1233,10,12,83.3,10,0,734,5026,2906,774,762,98.4,2,4,17,0.74,9,0,1,6,1,5,0.22,3,0,0,2,0,0,0,12,5,41.7,0.53,0.22,0.0,0.0,0,0,0,2.2,2.2,0.19,-2.2,-2.2,27,24,0,3,0,0,5,0,0.0,0.13,0.13,0.0,0.13,0.4,0.1,0.02,0.12,0.1,0.12,6.36128742434084,5.70923648029566,0.869052505538544,0.22624433171009595,0.040730607621676906
Ezri Konsa,eng ENG,DF,Aston Villa,21,1998,22.7,674,853,79.0,13926,4931,8,19,42.1,483,555,87.0,183,279,65.6,2,0.4,1.6,9,45,5,2,70,853,748,105,18,0,118,18,13,0,0,0,0,498,138,217,83,600,44,87,5,674,0,20,10,15,1066,122,509,502,106,19,968,7,11,63.6,7,0,557,2578,1385,610,577,94.6,5,6,14,0.62,9,0,1,2,2,2,0.09,1,0,0,1,0,0,1,11,4,36.4,0.49,0.18,0.09,0.25,0,0,0,1.5,1.5,0.14,-0.5,-0.5,25,24,1,2,0,0,3,0,0.04,0.09,0.13,0.04,0.13,0.4,0.07,0.02,0.09,0.07,0.09,2.95271826349199,2.54914927668869,0.7473258601377659,0.32591928782781254,0.07608085218424976
Frederic Guilbert,fr FRA,DF,Aston Villa,24,1994,22.7,687,1026,67.0,13271,5550,7,47,14.9,521,665,78.3,159,314,50.6,2,1.4,0.6,14,67,24,15,147,1026,807,219,13,1,139,26,91,1,0,0,0,439,225,362,94,629,68,205,7,687,8,35,18,51,1359,110,439,605,391,12,1146,24,41,58.5,28,2,626,3648,2093,720,639,88.8,14,32,32,1.41,25,4,0,1,2,4,0.18,4,0,0,0,0,0,0,8,3,37.5,0.35,0.13,0.0,0.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,25,22,0,2,0,0,7,0,0.0,0.09,0.09,0.0,0.09,1.4,0.02,0.06,0.08,0.02,0.08,4.42098324373364,3.741674721241,0.670239524622847,0.4796550588676257,0.12076813905907235
Gabriel Jesus,br BRA,FW,Manchester City,22,1997,22.6,532,608,87.5,7634,900,28,46,60.9,452,499,90.6,52,63,82.5,7,3.7,3.3,30,21,14,1,26,608,589,19,0,2,145,8,6,1,0,0,0,467,92,49,71,485,17,4,11,532,1,6,13,18,916,8,57,357,542,204,896,51,73,69.9,52,1,647,3206,1582,1090,686,62.9,51,35,70,3.1,48,0,13,8,1,13,0.58,9,0,3,1,0,0,14,102,43,42.2,4.52,1.91,0.14,0.33,0,0,1,18.6,17.8,0.18,-4.6,-3.8,34,21,14,7,0,1,3,0,0.62,0.31,0.93,0.62,0.93,3.7,0.82,0.17,0.99,0.79,0.96,27.6522338576615,7.18130973726511,0.789256494072585,0.4528665588444589,0.1116765431730729
Bernardo Silva,pt POR,FWMF,Manchester City,24,1994,22.6,1262,1450,87.0,21082,4107,22,54,40.7,1058,1171,90.4,182,225,80.9,7,5.2,1.8,51,67,41,9,112,1450,1394,56,10,3,251,24,71,19,1,1,0,1102,210,138,1280,95,40,24,2,1262,2,6,15,39,1686,21,194,753,864,161,1633,43,64,67.2,45,0,1285,8101,4725,1515,1325,87.5,15,22,94,4.17,81,2,6,4,1,12,0.53,9,0,2,1,0,0,6,49,15,30.6,2.17,0.67,0.12,0.4,0,0,0,6.7,6.7,0.14,-0.7,-0.7,34,23,6,7,0,0,5,0,0.27,0.31,0.58,0.27,0.58,5.2,0.3,0.23,0.53,0.3,0.53,23.8377961292863,14.7273524589837,0.827978782192563,0.2705707667147117,0.12420346567100213
Tom Davies,eng ENG,MF,Everton,21,1998,22.5,681,870,78.3,13271,4037,8,36,22.2,517,611,84.6,156,223,70.0,0,0.3,-0.3,5,83,16,0,114,870,840,30,17,6,161,26,8,0,0,0,0,557,152,161,103,673,59,5,5,681,3,17,12,26,1118,48,288,691,204,23,1097,21,34,61.8,24,0,688,3888,2018,770,689,89.5,22,30,24,1.07,17,0,2,3,2,0,0.0,0,0,0,0,0,0,1,17,5,29.4,0.75,0.22,0.06,0.2,0,0,0,1.9,1.9,0.11,-0.9,-0.9,30,23,1,0,0,0,8,0,0.04,0.0,0.04,0.04,0.04,0.3,0.08,0.01,0.1,0.08,0.1,6.29616724699736,5.53332796320319,0.747409794209579,0.34761595906216947,0.07046614315468688
